ID,ActivityHour,StepTotal,Calories,TotalIntensities,AverageIntensity
2026352035,4/18/2016 5:00:00 AM,0,47,0,0
2026352035,4/18/2016 6:00:00 AM,404,74,15,0.25
2026352035,4/18/2016 7:00:00 AM,109,60,8,0.133333
2026352035,4/18/2016 8:00:00 AM,29,53,3,0.05
2026352035,4/18/2016 9:00:00 AM,41,56,5,0.083333
2026352035,4/18/2016 10:00:00 AM,569,82,19,0.316667
2026352035,4/18/2016 11:00:00 AM,96,60,8,0.133333
2026352035,4/18/2016 12:00:00 PM,18,52,2,0.033333
2026352035,4/18/2016 1:00:00 PM,256,69,14,0.233333
2026352035,4/18/2016 2:00:00 PM,245,68,12,0.2
2026352035,4/18/2016 3:00:00 PM,204,65,11,0.183333
2026352035,4/18/2016 4:00:00 PM,150,64,11,0.183333
2026352035,4/18/2016 5:00:00 PM,277,73,17,0.283333
2026352035,4/18/2016 6:00:00 PM,305,75,19,0.316667
2026352035,4/18/2016 7:00:00 PM,291,73,17,0.283333
2026352035,4/18/2016 8:00:00 PM,259,68,14,0.233333
2026352035,4/18/2016 9:00:00 PM,15,49,2,0.033333
2026352035,4/18/2016 10:00:00 PM,34,51,3,0.05
2026352035,4/18/2016 11:00:00 PM,23,50,2,0.033333
2026352035,4/19/2016 12:00:00 AM,0,47,0,0
2026352035,4/19/2016 1:00:00 AM,0,47,0,0
2026352035,4/19/2016 2:00:00 AM,0,47,0,0
2026352035,4/19/2016 3:00:00 AM,0,47,0,0
2026352035,4/19/2016 4:00:00 AM,0,47,0,0
2026352035,4/19/2016 5:00:00 AM,0,47,0,0
2026352035,4/19/2016 6:00:00 AM,247,68,13,0.216667
2026352035,4/19/2016 7:00:00 AM,136,63,11,0.183333
2026352035,4/19/2016 8:00:00 AM,216,63,9,0.15
2026352035,4/19/2016 9:00:00 AM,108,59,7,0.116667
2026352035,4/19/2016 10:00:00 AM,130,59,7,0.116667
2026352035,4/19/2016 11:00:00 AM,116,59,7,0.116667
2026352035,4/19/2016 12:00:00 PM,113,61,9,0.15
2026352035,4/19/2016 1:00:00 PM,20,51,2,0.033333
2026352035,4/19/2016 2:00:00 PM,252,67,12,0.2
2026352035,4/19/2016 3:00:00 PM,13,51,1,0.016667
2026352035,4/19/2016 4:00:00 PM,94,59,7,0.116667
2026352035,4/19/2016 5:00:00 PM,76,56,5,0.083333
2026352035,4/19/2016 6:00:00 PM,477,84,24,0.4
2026352035,4/19/2016 7:00:00 PM,107,57,6,0.1
2026352035,4/19/2016 8:00:00 PM,135,59,8,0.133333
2026352035,4/19/2016 9:00:00 PM,136,60,10,0.166667
2026352035,4/19/2016 10:00:00 PM,14,49,1,0.016667
2026352035,4/19/2016 11:00:00 PM,34,50,2,0.033333
2026352035,4/20/2016 12:00:00 AM,23,51,4,0.066667
2026352035,4/20/2016 1:00:00 AM,0,47,0,0
2026352035,4/20/2016 2:00:00 AM,4,48,1,0.016667
2026352035,4/20/2016 3:00:00 AM,0,47,0,0
2026352035,4/20/2016 4:00:00 AM,0,47,0,0
2026352035,4/20/2016 5:00:00 AM,203,61,9,0.15
2026352035,4/20/2016 6:00:00 AM,311,70,13,0.216667
2026352035,4/20/2016 7:00:00 AM,105,62,9,0.15
2026352035,4/20/2016 8:00:00 AM,218,68,14,0.233333
2026352035,4/20/2016 9:00:00 AM,197,67,12,0.2
2026352035,4/20/2016 10:00:00 AM,410,71,13,0.216667
2026352035,4/20/2016 11:00:00 AM,794,99,30,0.5
2026352035,4/20/2016 12:00:00 PM,293,71,15,0.25
2026352035,4/20/2016 1:00:00 PM,1001,109,35,0.583333
2026352035,4/20/2016 2:00:00 PM,617,100,37,0.616667
2026352035,4/20/2016 3:00:00 PM,533,87,24,0.4
2026352035,4/20/2016 4:00:00 PM,713,90,22,0.366667
2026352035,4/20/2016 5:00:00 PM,260,70,15,0.25
2026352035,4/20/2016 6:00:00 PM,892,107,34,0.566667
2026352035,4/20/2016 7:00:00 PM,222,70,16,0.266667
2026352035,4/20/2016 8:00:00 PM,138,63,11,0.183333
2026352035,4/20/2016 9:00:00 PM,256,64,10,0.166667
2026352035,4/20/2016 10:00:00 PM,16,49,1,0.016667
2026352035,4/20/2016 11:00:00 PM,16,50,2,0.033333
2026352035,4/21/2016 12:00:00 AM,0,47,0,0
2026352035,4/21/2016 1:00:00 AM,12,48,1,0.016667
2026352035,4/21/2016 2:00:00 AM,0,47,0,0
2026352035,4/21/2016 3:00:00 AM,0,47,0,0
2026352035,4/21/2016 4:00:00 AM,0,47,0,0
2026352035,4/21/2016 5:00:00 AM,0,47,0,0
2026352035,4/21/2016 6:00:00 AM,363,75,17,0.283333
2026352035,4/21/2016 7:00:00 AM,115,64,12,0.2
2026352035,4/21/2016 8:00:00 AM,15,51,2,0.033333
2026352035,4/21/2016 9:00:00 AM,175,61,7,0.116667
2026352035,4/21/2016 10:00:00 AM,6,50,1,0.016667
2026352035,4/21/2016 11:00:00 AM,117,60,7,0.116667
2026352035,4/21/2016 12:00:00 PM,154,61,8,0.133333
2026352035,4/21/2016 1:00:00 PM,89,55,5,0.083333
2026352035,4/21/2016 2:00:00 PM,115,61,10,0.166667
2026352035,4/21/2016 3:00:00 PM,154,61,8,0.133333
2026352035,4/21/2016 4:00:00 PM,138,58,5,0.083333
2026352035,4/21/2016 5:00:00 PM,440,86,26,0.433333
2026352035,4/21/2016 6:00:00 PM,133,67,14,0.233333
2026352035,4/21/2016 7:00:00 PM,102,59,7,0.116667
2026352035,4/21/2016 8:00:00 PM,295,74,19,0.316667
2026352035,4/21/2016 9:00:00 PM,16,48,1,0.016667
2026352035,4/21/2016 10:00:00 PM,9,48,1,0.016667
2026352035,4/21/2016 11:00:00 PM,19,49,2,0.033333
2026352035,4/22/2016 12:00:00 AM,0,47,0,0
2026352035,4/22/2016 1:00:00 AM,0,47,0,0
2026352035,4/22/2016 2:00:00 AM,0,47,0,0
2026352035,4/22/2016 3:00:00 AM,0,47,0,0
2026352035,4/22/2016 4:00:00 AM,0,47,0,0
2026352035,4/22/2016 5:00:00 AM,0,47,0,0
2026352035,4/22/2016 6:00:00 AM,335,74,17,0.283333
2026352035,4/22/2016 7:00:00 AM,14,54,3,0.05
2026352035,4/22/2016 8:00:00 AM,117,61,9,0.15
2026352035,4/22/2016 9:00:00 AM,108,58,6,0.1
2026352035,4/22/2016 10:00:00 AM,220,70,16,0.266667
2026352035,4/22/2016 11:00:00 AM,274,76,20,0.333333
2026352035,4/22/2016 12:00:00 PM,109,60,7,0.116667
2026352035,4/22/2016 1:00:00 PM,75,58,6,0.1
2026352035,4/22/2016 2:00:00 PM,10,53,2,0.033333
2026352035,4/22/2016 3:00:00 PM,838,96,22,0.366667
2026352035,4/22/2016 4:00:00 PM,88,63,11,0.183333
2026352035,4/22/2016 5:00:00 PM,216,65,10,0.166667
2026352035,4/22/2016 6:00:00 PM,170,63,10,0.166667
2026352035,4/22/2016 7:00:00 PM,115,59,7,0.116667
2026352035,4/22/2016 8:00:00 PM,186,65,12,0.2
2026352035,4/22/2016 9:00:00 PM,0,47,0,0
2026352035,4/22/2016 10:00:00 PM,18,48,1,0.016667
2026352035,4/22/2016 11:00:00 PM,22,51,3,0.05
2026352035,4/23/2016 12:00:00 AM,5,48,1,0.016667
2026352035,4/23/2016 1:00:00 AM,0,47,0,0
2026352035,4/23/2016 2:00:00 AM,0,47,0,0
2026352035,4/23/2016 3:00:00 AM,0,47,0,0
2026352035,4/23/2016 4:00:00 AM,0,47,0,0
2026352035,4/23/2016 5:00:00 AM,0,47,0,0
2026352035,4/23/2016 6:00:00 AM,521,86,25,0.416667
2026352035,4/23/2016 7:00:00 AM,154,66,13,0.216667
2026352035,4/23/2016 8:00:00 AM,957,110,35,0.583333
2026352035,4/23/2016 9:00:00 AM,602,92,29,0.483333
2026352035,4/23/2016 10:00:00 AM,1049,118,43,0.716667
2026352035,4/23/2016 11:00:00 AM,2315,164,45,0.75
2026352035,4/23/2016 12:00:00 PM,1236,121,41,0.683333
2026352035,4/23/2016 1:00:00 PM,692,100,34,0.566667
2026352035,4/23/2016 2:00:00 PM,1742,143,46,0.766667
2026352035,4/23/2016 3:00:00 PM,1153,108,25,0.416667
2026352035,4/23/2016 4:00:00 PM,308,70,13,0.216667
2026352035,4/23/2016 5:00:00 PM,785,99,30,0.5
2026352035,4/23/2016 6:00:00 PM,367,80,23,0.383333
2026352035,4/23/2016 7:00:00 PM,243,68,13,0.216667
2026352035,4/23/2016 8:00:00 PM,198,67,14,0.233333
2026352035,4/23/2016 9:00:00 PM,0,47,0,0
2026352035,4/23/2016 10:00:00 PM,9,48,1,0.016667
2026352035,4/23/2016 11:00:00 PM,21,47,1,0.016667
2026352035,4/24/2016 12:00:00 AM,0,47,0,0
2026352035,4/24/2016 1:00:00 AM,0,47,0,0
2026352035,4/24/2016 2:00:00 AM,0,47,0,0
2026352035,4/24/2016 3:00:00 AM,0,47,0,0
2026352035,4/24/2016 4:00:00 AM,0,47,0,0
2026352035,4/24/2016 5:00:00 AM,0,47,0,0
2026352035,4/24/2016 6:00:00 AM,320,70,14,0.233333
2026352035,4/24/2016 7:00:00 AM,227,68,13,0.216667
2026352035,4/24/2016 8:00:00 AM,101,61,9,0.15
2026352035,4/24/2016 9:00:00 AM,416,78,19,0.316667
2026352035,4/24/2016 10:00:00 AM,63,57,6,0.1
2026352035,4/24/2016 11:00:00 AM,236,65,11,0.183333
2026352035,4/24/2016 12:00:00 PM,17,51,3,0.05
2026352035,4/24/2016 1:00:00 PM,178,58,5,0.083333
2026352035,4/24/2016 2:00:00 PM,196,63,9,0.15
2026352035,4/24/2016 3:00:00 PM,169,62,8,0.133333
2026352035,4/24/2016 4:00:00 PM,187,61,9,0.15
2026352035,4/24/2016 5:00:00 PM,432,75,16,0.266667
2026352035,4/24/2016 6:00:00 PM,287,69,12,0.2
2026352035,4/24/2016 7:00:00 PM,170,61,8,0.133333
2026352035,4/24/2016 8:00:00 PM,334,70,14,0.233333
2026352035,4/24/2016 9:00:00 PM,129,56,6,0.1
2026352035,4/24/2016 10:00:00 PM,12,48,1,0.016667
2026352035,4/24/2016 11:00:00 PM,16,48,1,0.016667
2026352035,4/25/2016 12:00:00 AM,0,47,0,0
2026352035,4/25/2016 1:00:00 AM,0,47,0,0
2026352035,4/25/2016 2:00:00 AM,0,47,0,0
2026352035,4/25/2016 3:00:00 AM,0,47,0,0
2026352035,4/25/2016 4:00:00 AM,0,47,0,0
2026352035,4/25/2016 5:00:00 AM,0,47,0,0
2026352035,4/25/2016 6:00:00 AM,523,87,25,0.416667
2026352035,4/25/2016 7:00:00 AM,562,88,25,0.416667
2026352035,4/25/2016 8:00:00 AM,643,93,28,0.466667
2026352035,4/25/2016 9:00:00 AM,672,113,38,0.633333
2026352035,4/25/2016 10:00:00 AM,120,73,13,0.216667
2026352035,4/25/2016 11:00:00 AM,484,79,16,0.266667
2026352035,4/25/2016 12:00:00 PM,636,83,17,0.283333
2026352035,4/25/2016 1:00:00 PM,305,74,17,0.283333
2026352035,4/25/2016 2:00:00 PM,962,107,32,0.533333
2026352035,4/25/2016 3:00:00 PM,559,90,27,0.45
2026352035,4/25/2016 4:00:00 PM,551,84,22,0.366667
2026352035,4/25/2016 5:00:00 PM,0,47,0,0
2026352035,4/25/2016 6:00:00 PM,0,47,0,0
2026352035,4/25/2016 7:00:00 PM,0,47,0,0
2026352035,4/25/2016 8:00:00 PM,0,47,0,0
2026352035,4/25/2016 9:00:00 PM,0,47,0,0
2026352035,4/25/2016 10:00:00 PM,0,47,0,0
2026352035,4/25/2016 11:00:00 PM,0,47,0,0
2026352035,4/26/2016 12:00:00 AM,0,47,0,0
2026352035,4/26/2016 1:00:00 AM,0,47,0,0
2026352035,4/26/2016 2:00:00 AM,0,47,0,0
2026352035,4/26/2016 3:00:00 AM,0,47,0,0
2026352035,4/26/2016 4:00:00 AM,0,47,0,0
2026352035,4/26/2016 5:00:00 AM,0,47,0,0
2026352035,4/26/2016 6:00:00 AM,37,51,2,0.033333
2026352035,4/26/2016 7:00:00 AM,198,68,14,0.233333
2026352035,4/26/2016 8:00:00 AM,170,68,14,0.233333
2026352035,4/26/2016 9:00:00 AM,159,63,10,0.166667
2026352035,4/26/2016 10:00:00 AM,383,72,13,0.216667
2026352035,4/26/2016 11:00:00 AM,194,65,11,0.183333
2026352035,4/26/2016 12:00:00 PM,639,83,18,0.3
2026352035,4/26/2016 1:00:00 PM,1224,116,32,0.533333
2026352035,4/26/2016 2:00:00 PM,611,93,29,0.483333
2026352035,4/26/2016 3:00:00 PM,319,83,26,0.433333
2026352035,4/26/2016 4:00:00 PM,311,76,20,0.333333
2026352035,4/26/2016 5:00:00 PM,255,72,17,0.283333
2026352035,4/26/2016 6:00:00 PM,303,71,14,0.233333
2026352035,4/26/2016 7:00:00 PM,482,85,22,0.366667
2026352035,4/26/2016 8:00:00 PM,350,85,28,0.466667
2026352035,4/26/2016 9:00:00 PM,263,69,15,0.25
2026352035,4/26/2016 10:00:00 PM,25,48,1,0.016667
2026352035,4/26/2016 11:00:00 PM,10,49,2,0.033333
2026352035,4/27/2016 12:00:00 AM,5,48,1,0.016667
2026352035,4/27/2016 1:00:00 AM,52,49,1,0.016667
2026352035,4/27/2016 2:00:00 AM,0,47,0,0
2026352035,4/27/2016 3:00:00 AM,4,48,1,0.016667
2026352035,4/27/2016 4:00:00 AM,0,47,0,0
2026352035,4/27/2016 5:00:00 AM,0,47,0,0
2026352035,4/27/2016 6:00:00 AM,166,57,6,0.1
2026352035,4/27/2016 7:00:00 AM,179,67,13,0.216667
2026352035,4/27/2016 8:00:00 AM,54,55,3,0.05
2026352035,4/27/2016 9:00:00 AM,70,54,2,0.033333
2026352035,4/27/2016 10:00:00 AM,100,57,4,0.066667
2026352035,4/27/2016 11:00:00 AM,133,59,6,0.1
2026352035,4/27/2016 12:00:00 PM,106,58,6,0.1
2026352035,4/27/2016 1:00:00 PM,807,102,34,0.566667
2026352035,4/27/2016 2:00:00 PM,652,91,25,0.416667
2026352035,4/27/2016 3:00:00 PM,469,85,25,0.416667
2026352035,4/27/2016 4:00:00 PM,604,99,36,0.6
2026352035,4/27/2016 5:00:00 PM,895,108,38,0.633333
2026352035,4/27/2016 6:00:00 PM,419,81,22,0.366667
2026352035,4/27/2016 7:00:00 PM,799,94,25,0.416667
2026352035,4/27/2016 8:00:00 PM,313,76,20,0.333333
2026352035,4/27/2016 9:00:00 PM,229,64,12,0.2
2026352035,4/27/2016 10:00:00 PM,16,51,4,0.066667
2026352035,4/27/2016 11:00:00 PM,16,49,2,0.033333
2026352035,4/28/2016 12:00:00 AM,9,48,1,0.016667
2026352035,4/28/2016 1:00:00 AM,0,47,0,0
2026352035,4/28/2016 2:00:00 AM,0,47,0,0
2026352035,4/28/2016 3:00:00 AM,5,48,1,0.016667
2026352035,4/28/2016 4:00:00 AM,0,47,0,0
2026352035,4/28/2016 5:00:00 AM,0,47,0,0
2026352035,4/28/2016 6:00:00 AM,330,72,16,0.266667
2026352035,4/28/2016 7:00:00 AM,180,66,12,0.2
2026352035,4/28/2016 8:00:00 AM,36,55,4,0.066667
2026352035,4/28/2016 9:00:00 AM,65,57,5,0.083333
2026352035,4/28/2016 10:00:00 AM,201,69,15,0.25
2026352035,4/28/2016 11:00:00 AM,230,68,12,0.2
2026352035,4/28/2016 12:00:00 PM,67,61,10,0.166667
2026352035,4/28/2016 1:00:00 PM,710,91,24,0.4
2026352035,4/28/2016 2:00:00 PM,221,73,18,0.3
2026352035,4/28/2016 3:00:00 PM,1049,114,40,0.666667
2026352035,4/28/2016 4:00:00 PM,960,116,45,0.75
2026352035,4/28/2016 5:00:00 PM,633,100,36,0.6
2026352035,4/28/2016 6:00:00 PM,150,72,19,0.316667
2026352035,4/28/2016 7:00:00 PM,342,78,21,0.35
2026352035,4/28/2016 8:00:00 PM,476,80,18,0.3
2026352035,4/28/2016 9:00:00 PM,469,83,22,0.366667
2026352035,4/28/2016 10:00:00 PM,219,62,10,0.166667
2026352035,4/28/2016 11:00:00 PM,23,50,2,0.033333
2026352035,4/29/2016 12:00:00 AM,6,48,1,0.016667
2026352035,4/29/2016 1:00:00 AM,0,47,0,0
2026352035,4/29/2016 2:00:00 AM,0,47,0,0
2026352035,4/29/2016 3:00:00 AM,0,47,0,0
2026352035,4/29/2016 4:00:00 AM,0,47,0,0
2026352035,4/29/2016 5:00:00 AM,6,48,1,0.016667
2026352035,4/29/2016 6:00:00 AM,4,48,1,0.016667
2026352035,4/29/2016 7:00:00 AM,587,95,32,0.533333
2026352035,4/29/2016 8:00:00 AM,289,76,19,0.316667
2026352035,4/29/2016 9:00:00 AM,182,65,11,0.183333
2026352035,4/29/2016 10:00:00 AM,531,83,20,0.333333
2026352035,4/29/2016 11:00:00 AM,718,95,28,0.466667
2026352035,4/29/2016 12:00:00 PM,472,90,29,0.483333
2026352035,4/29/2016 1:00:00 PM,912,105,34,0.566667
2026352035,4/29/2016 2:00:00 PM,602,92,29,0.483333
2026352035,4/29/2016 3:00:00 PM,1052,116,43,0.716667
2026352035,4/29/2016 4:00:00 PM,466,83,21,0.35
2026352035,4/29/2016 5:00:00 PM,489,79,17,0.283333
2026352035,4/29/2016 6:00:00 PM,799,100,31,0.516667
2026352035,4/29/2016 7:00:00 PM,170,71,17,0.283333
2026352035,4/29/2016 8:00:00 PM,240,67,13,0.216667
2026352035,4/29/2016 9:00:00 PM,64,51,3,0.05
2026352035,4/29/2016 10:00:00 PM,15,49,2,0.033333
2026352035,4/29/2016 11:00:00 PM,0,47,0,0
2026352035,4/30/2016 12:00:00 AM,0,47,0,0
2026352035,4/30/2016 1:00:00 AM,0,47,0,0
2026352035,4/30/2016 2:00:00 AM,0,47,0,0
2026352035,4/30/2016 3:00:00 AM,0,47,0,0
2026352035,4/30/2016 4:00:00 AM,0,47,0,0
2026352035,4/30/2016 5:00:00 AM,0,47,0,0
2026352035,4/30/2016 6:00:00 AM,0,47,0,0
2026352035,4/30/2016 7:00:00 AM,689,97,32,0.533333
2026352035,4/30/2016 8:00:00 AM,239,72,17,0.283333
2026352035,4/30/2016 9:00:00 AM,59,57,5,0.083333
2026352035,4/30/2016 10:00:00 AM,296,69,13,0.216667
2026352035,4/30/2016 11:00:00 AM,63,55,3,0.05
2026352035,4/30/2016 12:00:00 PM,1102,114,38,0.633333
2026352035,4/30/2016 1:00:00 PM,815,104,34,0.566667
2026352035,4/30/2016 2:00:00 PM,373,78,19,0.316667
2026352035,4/30/2016 3:00:00 PM,116,58,6,0.1
2026352035,4/30/2016 4:00:00 PM,139,62,10,0.166667
2026352035,4/30/2016 5:00:00 PM,233,67,12,0.2
2026352035,4/30/2016 6:00:00 PM,153,65,12,0.2
2026352035,4/30/2016 7:00:00 PM,199,70,16,0.266667
2026352035,4/30/2016 8:00:00 PM,226,65,12,0.2
2026352035,4/30/2016 9:00:00 PM,0,47,0,0
2026352035,4/30/2016 10:00:00 PM,27,52,4,0.066667
2026352035,4/30/2016 11:00:00 PM,0,47,0,0
2026352035,05-01-2016 00:00,0,47,0,0
2026352035,05-01-2016 01:00,0,47,0,0
2026352035,05-01-2016 02:00,0,47,0,0
2026352035,05-01-2016 03:00,0,47,0,0
2026352035,05-01-2016 04:00,0,47,0,0
2026352035,05-01-2016 05:00,0,47,0,0
2026352035,05-01-2016 06:00,391,76,18,0.3
2026352035,05-01-2016 07:00,234,71,16,0.266667
2026352035,05-01-2016 08:00,166,67,13,0.216667
2026352035,05-01-2016 09:00,94,62,10,0.166667
2026352035,05-01-2016 10:00,1116,113,30,0.5
2026352035,05-01-2016 11:00,121,63,11,0.183333
2026352035,05-01-2016 12:00,128,64,12,0.2
2026352035,05-01-2016 13:00,125,61,8,0.133333
2026352035,05-01-2016 14:00,190,68,14,0.233333
2026352035,05-01-2016 15:00,67,58,6,0.1
2026352035,05-01-2016 16:00,166,61,7,0.116667
2026352035,05-01-2016 17:00,234,62,7,0.116667
2026352035,05-01-2016 18:00,139,62,9,0.15
2026352035,05-01-2016 19:00,138,65,12,0.2
2026352035,05-01-2016 20:00,149,61,10,0.166667
2026352035,05-01-2016 21:00,128,55,5,0.083333
2026352035,05-01-2016 22:00,4,49,1,0.016667
2026352035,05-01-2016 23:00,19,49,2,0.033333
2026352035,05-02-2016 00:00,0,47,0,0
2026352035,05-02-2016 01:00,0,47,0,0
2026352035,05-02-2016 02:00,0,47,0,0
2026352035,05-02-2016 03:00,0,47,0,0
2026352035,05-02-2016 04:00,5,48,1,0.016667
2026352035,05-02-2016 05:00,0,47,0,0
2026352035,05-02-2016 06:00,370,76,18,0.3
2026352035,05-02-2016 07:00,74,60,8,0.133333
2026352035,05-02-2016 08:00,65,58,6,0.1
2026352035,05-02-2016 09:00,199,64,11,0.183333
2026352035,05-02-2016 10:00,136,61,8,0.133333
2026352035,05-02-2016 11:00,293,73,16,0.266667
2026352035,05-02-2016 12:00,322,77,20,0.333333
2026352035,05-02-2016 13:00,866,100,29,0.483333
2026352035,05-02-2016 14:00,569,94,31,0.516667
2026352035,05-02-2016 15:00,250,77,21,0.35
2026352035,05-02-2016 16:00,690,102,37,0.616667
2026352035,05-02-2016 17:00,779,104,36,0.6
2026352035,05-02-2016 18:00,1038,114,37,0.616667
2026352035,05-02-2016 19:00,121,63,10,0.166667
2026352035,05-02-2016 20:00,448,92,32,0.533333
2026352035,05-02-2016 21:00,611,93,28,0.466667
2026352035,05-02-2016 22:00,182,57,6,0.1
2026352035,05-02-2016 23:00,0,47,0,0
2026352035,05-03-2016 00:00,0,47,0,0
2026352035,05-03-2016 01:00,0,47,0,0
2026352035,05-03-2016 02:00,0,47,0,0
2026352035,05-03-2016 03:00,0,47,0,0
2026352035,05-03-2016 04:00,0,47,0,0
2026352035,05-03-2016 05:00,0,47,0,0
2026352035,05-03-2016 06:00,0,47,0,0
2026352035,05-03-2016 07:00,251,71,16,0.266667
2026352035,05-03-2016 08:00,201,71,17,0.283333
2026352035,05-03-2016 09:00,167,66,12,0.2
2026352035,05-03-2016 10:00,167,69,16,0.266667
2026352035,05-03-2016 11:00,381,75,17,0.283333
2026352035,05-03-2016 12:00,55,54,3,0.05
2026352035,05-03-2016 13:00,623,91,27,0.45
2026352035,05-03-2016 14:00,758,98,31,0.516667
2026352035,05-03-2016 15:00,815,103,35,0.583333
2026352035,05-03-2016 16:00,544,90,27,0.45
2026352035,05-03-2016 17:00,344,77,20,0.333333
2026352035,05-03-2016 18:00,647,99,34,0.566667
2026352035,05-03-2016 19:00,617,91,25,0.416667
2026352035,05-03-2016 20:00,244,69,14,0.233333
2026352035,05-03-2016 21:00,162,60,9,0.15
2026352035,05-03-2016 22:00,0,47,0,0
2026352035,05-03-2016 23:00,16,48,1,0.016667
2026352035,05-04-2016 00:00,0,47,0,0
2026352035,05-04-2016 01:00,0,47,0,0
2026352035,05-04-2016 02:00,0,47,0,0
2026352035,05-04-2016 03:00,0,47,0,0
2026352035,05-04-2016 04:00,6,48,1,0.016667
2026352035,05-04-2016 05:00,9,48,1,0.016667
2026352035,05-04-2016 06:00,86,55,6,0.1
2026352035,05-04-2016 07:00,420,82,22,0.366667
2026352035,05-04-2016 08:00,223,63,9,0.15
2026352035,05-04-2016 09:00,395,78,20,0.333333
2026352035,05-04-2016 10:00,127,65,13,0.216667
2026352035,05-04-2016 11:00,214,71,16,0.266667
2026352035,05-04-2016 12:00,47,55,5,0.083333
2026352035,05-04-2016 13:00,396,76,16,0.266667
2026352035,05-04-2016 14:00,762,102,35,0.583333
2026352035,05-04-2016 15:00,681,102,37,0.616667
2026352035,05-04-2016 16:00,575,99,37,0.616667
2026352035,05-04-2016 17:00,572,92,29,0.483333
2026352035,05-04-2016 18:00,623,99,35,0.583333
2026352035,05-04-2016 19:00,421,84,24,0.4
2026352035,05-04-2016 20:00,860,100,30,0.5
2026352035,05-04-2016 21:00,117,55,5,0.083333
2026352035,05-04-2016 22:00,9,48,1,0.016667
2026352035,05-04-2016 23:00,21,50,3,0.05
2026352035,05-05-2016 00:00,0,47,0,0
2026352035,05-05-2016 01:00,0,47,0,0
2026352035,05-05-2016 02:00,0,47,0,0
2026352035,05-05-2016 03:00,0,47,0,0
2026352035,05-05-2016 04:00,0,47,0,0
2026352035,05-05-2016 05:00,651,88,24,0.4
2026352035,05-05-2016 06:00,669,92,27,0.45
2026352035,05-05-2016 07:00,580,83,20,0.333333
2026352035,05-05-2016 08:00,709,104,39,0.65
2026352035,05-05-2016 09:00,857,105,35,0.583333
2026352035,05-05-2016 10:00,578,95,32,0.533333
2026352035,05-05-2016 11:00,468,85,24,0.4
2026352035,05-05-2016 12:00,1196,117,38,0.633333
2026352035,05-05-2016 13:00,1494,128,41,0.683333
2026352035,05-05-2016 14:00,379,74,16,0.266667
2026352035,05-05-2016 15:00,936,114,43,0.716667
2026352035,05-05-2016 16:00,1472,123,39,0.65
2026352035,05-05-2016 17:00,299,67,11,0.183333
2026352035,05-05-2016 18:00,815,102,33,0.55
2026352035,05-05-2016 19:00,347,79,22,0.366667
2026352035,05-05-2016 20:00,377,73,16,0.266667
2026352035,05-05-2016 21:00,314,66,12,0.2
2026352035,05-05-2016 22:00,22,50,2,0.033333
2026352035,05-05-2016 23:00,4,48,1,0.016667
2026352035,05-06-2016 00:00,0,47,0,0
2026352035,05-06-2016 01:00,0,47,0,0
2026352035,05-06-2016 02:00,0,47,0,0
2026352035,05-06-2016 03:00,4,48,1,0.016667
2026352035,05-06-2016 04:00,0,47,0,0
2026352035,05-06-2016 05:00,0,47,0,0
2026352035,05-06-2016 06:00,279,70,15,0.25
2026352035,05-06-2016 07:00,282,76,20,0.333333
2026352035,05-06-2016 08:00,427,77,17,0.283333
2026352035,05-06-2016 09:00,287,72,16,0.266667
2026352035,05-06-2016 10:00,772,94,26,0.433333
2026352035,05-06-2016 11:00,547,84,21,0.35
2026352035,05-06-2016 12:00,626,92,28,0.466667
2026352035,05-06-2016 13:00,673,100,35,0.583333
2026352035,05-06-2016 14:00,438,82,22,0.366667
2026352035,05-06-2016 15:00,698,99,33,0.55
2026352035,05-06-2016 16:00,669,100,35,0.583333
2026352035,05-06-2016 17:00,568,87,24,0.4
2026352035,05-06-2016 18:00,1008,111,37,0.616667
2026352035,05-06-2016 19:00,243,76,21,0.35
2026352035,05-06-2016 20:00,383,78,21,0.35
2026352035,05-06-2016 21:00,279,62,9,0.15
2026352035,05-06-2016 22:00,15,49,2,0.033333
2026352035,05-06-2016 23:00,0,47,0,0
2026352035,05-07-2016 00:00,0,47,0,0
2026352035,05-07-2016 01:00,0,47,0,0
2026352035,05-07-2016 02:00,0,47,0,0
2026352035,05-07-2016 03:00,0,47,0,0
2026352035,05-07-2016 04:00,0,47,0,0
2026352035,05-07-2016 05:00,0,47,0,0
2026352035,05-07-2016 06:00,632,93,29,0.483333
2026352035,05-07-2016 07:00,362,84,26,0.433333
2026352035,05-07-2016 08:00,238,72,17,0.283333
2026352035,05-07-2016 09:00,237,67,12,0.2
2026352035,05-07-2016 10:00,326,69,11,0.183333
2026352035,05-07-2016 11:00,216,65,10,0.166667
2026352035,05-07-2016 12:00,503,84,23,0.383333
2026352035,05-07-2016 13:00,88,59,7,0.116667
2026352035,05-07-2016 14:00,187,66,12,0.2
2026352035,05-07-2016 15:00,77,55,4,0.066667
2026352035,05-07-2016 16:00,147,61,8,0.133333
2026352035,05-07-2016 17:00,284,72,16,0.266667
2026352035,05-07-2016 18:00,226,74,19,0.316667
2026352035,05-07-2016 19:00,189,63,9,0.15
2026352035,05-07-2016 20:00,424,79,20,0.333333
2026352035,05-07-2016 21:00,19,49,2,0.033333
2026352035,05-07-2016 22:00,14,50,2,0.033333
2026352035,05-07-2016 23:00,24,49,2,0.033333
2026352035,05-08-2016 00:00,9,48,1,0.016667
